Ref.No,X8,X9,X10,X11,X12,X13,X14,X15
7913,0,0,0,0,95757,98098,101255,101341
15703,0,0,0,0,172511,177587,175867,159053
8473,0,0,0,0,30479,31200,31817,29229
15376,0,0,0,0,264479,275025,285034,290002
22008,0,-1,-1,0,42377,32482,20782,11632
9349,0,0,0,0,35706,34064,30519,26166
20754,0,0,0,0,18987,19909,16623,17634
14175,2,0,0,2,29086,33288,32459,34600
19241,0,0,-1,-1,7234,4772,4519,3818
3553,0,0,0,-1,47357,49260,50556,12557
3736,0,0,0,0,19073,16106,57525,54990
2468,0,0,0,0,3409,4489,5345,5454
7414,-1,-1,-1,-1,2078,380,2100,530
13046,0,0,0,0,131635,126548,127748,100291
5656,2,2,0,0,19318,18735,20905,20270
9077,-1,-2,-2,-2,0,3209,0,0
20674,0,3,7,6,6855,11392,15863,20581
18227,0,0,0,0,27293,27898,28574,29059
6136,0,0,0,0,32891,30930,28901,27587
9802,0,0,0,0,72656,38054,39410,38288
21372,2,-1,-1,2,780,780,390,390
22861,2,-1,-1,0,739,739,-200,8700
15332,-1,-1,-1,-1,1560,316,316,316
15616,0,0,2,-1,5669,6328,8460,10146
1424,-2,-2,-2,-2,0,0,0,0
10394,0,0,0,0,59318,54553,51323,38031
10249,-1,-1,-1,3,5094,5626,1715,-285
353,-2,-2,-2,-2,0,0,0,0
11027,0,0,0,0,40181,66569,19281,18679
3293,-1,-1,-1,-1,291,291,0,582
5489,-1,-1,-1,-1,390,390,390,1434
16698,2,2,2,2,81053,79337,82698,81467
1597,2,-2,-1,-1,1184,794,2756,0
17001,0,0,0,0,24775,25971,26666,27324
13427,-1,-1,-1,-1,3382,4983,3396,1457
8275,0,0,0,0,62063,60513,60398,31194
16782,2,2,0,0,16253,15695,18440,17838
22504,0,0,0,0,251330,256988,234260,227884
19634,0,0,0,-1,1273,79108,329774,328950
19645,-1,-1,-1,-1,10940,10104,1610,2749
18493,-1,0,0,0,3485,2488,20956,22462
5191,-2,-1,2,0,0,0,0,1378
15559,2,0,0,2,46389,49808,48736,49525
10377,-1,-1,-2,-1,877,0,3352,0
4530,0,0,0,0,32822,20669,4510,2893
23282,3,2,2,2,21007,27506,26784,28123
8514,0,0,0,0,126937,109884,49475,50840
1910,0,0,0,0,26524,23224,23141,22160
4374,-2,-2,-2,-1,9999,0,0,0
20825,0,0,0,0,226613,217800,189016,137788
18419,0,0,0,0,55559,51972,34983,26514
5,-1,0,0,0,8617,5670,35835,20940
22704,0,0,2,2,173628,177556,179549,225556
20150,0,0,0,0,58075,59504,61544,62925
7117,-2,-2,-2,-2,119324,119255,120584,70990
7554,0,-2,-2,-2,3239,4166,0,0
4989,0,0,0,2,51559,50465,51531,52076
22423,0,0,0,0,65484,66798,68120,70088
23139,0,-1,-1,-1,8113,8796,12210,3095
19141,0,0,0,-1,27720,14413,13484,6714
5482,0,0,0,-1,12365,58266,40921,24053
3824,-2,-2,-2,-2,15109,3139,12840,3950
17906,0,0,0,-2,26666,21062,6495,2207
5410,-1,-1,-1,-1,29169,15000,15000,0
4194,2,2,2,2,8352,8078,7800,8672
13167,-2,-2,-1,-1,0,0,0,0
2505,-1,-1,-1,-1,440,30404,0,880
21597,-1,-2,-1,-1,177,1200,0,0
20305,-2,-2,-2,-2,8451,36099,5117,6714
9945,0,2,0,0,17439,18498,21335,33247
54,0,0,0,0,41402,41742,42758,43510
15565,0,2,0,0,3060,1854,3238,2106
4470,-1,0,0,0,2810,16175,8632,25234
12398,-1,-1,-1,-1,723,17392,-8,32170
11129,-1,-1,-1,-1,27571,337,3734,-45
20696,2,2,0,0,53916,55036,56075,54515
20691,-1,-1,-1,-1,109611,64202,33846,42278
17681,0,0,0,0,59795,60684,69521,45001
23599,-1,-1,-1,-1,2667,2035,32194,1729
20612,0,0,0,0,277140,272579,271986,227152
20095,2,2,0,0,51016,51081,52059,47912
22182,-2,-2,-2,-2,34819,165,1850,1538
9525,0,0,0,0,21641,22983,24290,25080
16751,-1,-2,-2,-2,1653,1734,0,0
1863,0,0,0,0,407331,403816,386053,389008
4740,-2,-2,-2,-2,0,0,0,0
20177,0,0,0,0,226365,214261,210315,206563
18135,-2,-2,-2,-2,0,0,0,0
15036,-2,-2,-2,-2,0,0,0,0
19125,0,0,0,0,49760,39332,17563,10122
2013,0,0,0,3,18278,17696,19008,19083
15610,-2,-2,-2,-2,0,0,12063,6080
17829,0,0,0,0,48848,48208,48265,43451
11577,-1,0,-1,-1,836,390,780,390
2954,-1,-1,-1,-1,2638,3016,3274,7028
16443,0,2,0,0,43439,44512,47677,46615
17922,2,2,3,3,81839,82781,85536,90018
17250,0,0,0,0,79216,80905,82708,84433
10621,-2,-2,-2,-2,9410,7120,0,0
20926,-2,-2,-2,-2,1740,10108,291,2515
8012,0,0,0,-1,18290,25287,24385,18168
9041,0,0,0,-2,20838,20212,20148,19845
16863,-1,-1,0,-1,753,6213,762,5106
5125,-1,0,-1,-1,-15,17671,14517,1870
13230,-1,0,-1,-1,6314,1795,1190,1079
322,0,0,0,0,172180,180140,166281,155628
17598,-2,-2,-2,-2,976,-7,-7,-7
7956,-1,-1,-2,-2,49929,49667,780,0
5465,-2,-1,-1,-1,0,0,0,900
20731,2,-2,-2,-2,170146,9771,0,24683
4480,0,0,0,0,39323,45625,38157,15966
20085,0,0,0,0,348526,345128,337816,316739
17947,0,0,0,2,3472,4053,4503,4964
23273,-1,-1,-2,-1,0,-390,390,0
16625,0,2,0,0,90875,91789,89489,87076
19595,0,0,-2,-2,20375,12588,9571,0
9019,-1,-1,-1,-1,1041,5792,1358,5209
13019,0,0,0,0,65489,41413,40400,25570
3370,2,0,0,0,8918,8634,8280,11500
21915,0,0,0,0,102087,101079,93977,94427
6757,-2,-2,-2,-2,5580,0,0,0
5335,0,0,0,0,80012,78748,76722,70370
22879,2,2,2,2,219757,214747,227698,232468
15540,-1,-1,-2,-2,916,2615,1580,920
22063,-1,0,0,0,131630,65325,2315,101035
2090,2,2,2,2,78700,80348,81630,82890
6003,0,0,2,2,75382,73980,75036,77094
8499,0,0,0,0,8097,9109,10125,10327
8674,-1,-1,-1,-1,1135,1135,1135,1135
6166,0,0,0,0,429169,278515,259097,259999
3732,-2,-2,-2,-2,41116,38144,31177,27185
8197,-2,-2,-2,-2,264,0,528,0
16520,2,0,0,0,390188,395881,382620,333210
20510,-2,-2,-2,-2,3720,396,396,396
1165,-1,-1,-1,-1,780,0,390,390
21850,0,0,0,0,19486,52960,26491,19038
12790,0,0,0,0,48729,47798,57390,36766
19116,-1,2,2,-1,8910,7438,6242,4789
12914,0,0,0,0,126412,120812,121895,121208
23364,-2,-2,-2,-2,26930,11187,16593,18569
13539,0,0,0,0,49086,48614,44211,27415
12481,0,0,0,0,93039,81169,82800,107986
15121,0,0,0,0,269781,275773,282818,289012
4593,2,0,0,0,17497,18219,17629,18036
4556,0,0,0,0,67505,61595,46920,47184
7316,-1,-1,-1,-1,310,2226,1230,3393
3852,-1,-1,-1,-2,0,3796,5081,888
20842,-1,-1,-1,-1,1453,1872,1249,1872
19643,-2,-2,-2,-2,2692,4399,5555,5818
10710,-2,-2,-2,-2,0,0,0,0
3330,0,2,0,0,4050,4914,6630,6393
20364,0,0,0,0,81970,78754,74789,45883
15858,0,-1,0,0,12557,11443,4794,11720
15024,0,0,0,0,64494,49464,40359,34533
14822,2,-1,-1,-1,57994,17695,7987,2622
12832,0,2,2,2,4127,5557,7458,7192
14771,-2,-2,-2,-2,766,766,766,766
18360,0,0,0,0,44980,41140,31888,28639
21132,0,0,0,0,176579,180233,184262,178674
1479,-2,-2,-1,-1,0,0,0,0
21537,2,2,2,2,11222,11738,13255,14380
23647,-2,-2,-2,-2,5631,404,-3,-3
749,-1,-1,-1,-1,390,390,390,4825
4814,0,0,0,0,24565,22446,23245,27410
363,2,0,0,0,45734,44741,43562,44039
4528,2,2,0,0,49099,49817,50406,47771
7809,0,0,0,0,47863,48261,19258,19268
21060,2,2,0,0,170352,182711,183825,142216
22349,-2,-2,-2,-2,40683,1888,1592,1312
642,0,0,-2,-2,100143,50456,50000,0
2277,-1,-1,-1,-1,6223,8143,3712,3091
3095,-1,-2,-2,-2,1843,1367,0,0
19795,0,-1,0,0,2569,11662,11867,8111
1604,-2,-2,-2,-2,-2,-2,725,2074
13219,0,2,2,2,3206,4093,5514,5277
11035,0,0,2,2,5685,5448,7347,8024
22940,0,0,0,0,7157,8446,9034,8340
8143,-2,-2,-2,-2,0,0,0,0
11019,0,0,0,0,156098,156259,155404,153234
10526,-1,0,-1,-1,12060,11047,780,390
12477,0,0,0,0,305814,315479,328208,320056
14126,0,0,0,0,6608,3582,63527,32088
15706,0,0,0,0,47816,49694,48543,46366
18411,-2,-2,-2,-2,390,0,0,0
21977,2,0,0,0,77096,83189,81308,81847
20877,-1,-1,-1,-1,4608,5393,2369,3700
4285,0,0,0,0,40821,42443,42573,43386
19817,0,0,0,-1,28292,28686,29052,16662
848,0,2,0,0,47647,50232,50510,32177
16128,0,0,0,0,60333,51838,45728,36441
17219,2,2,2,2,18497,21016,22178,21529
8355,0,0,0,0,164824,132485,120267,117453
11534,-2,-2,-2,-2,874,-256,-255,-538
11870,-1,-1,-1,-1,1837,1328,321,0
8166,0,0,0,-1,29204,20564,16341,7593
5536,0,0,0,0,30689,31895,32808,28298
19954,-2,-2,-2,-2,2128,635,13258,4562
14178,-1,-1,-1,-1,442,442,442,442
6082,0,0,0,0,71392,70757,71451,70654
2807,0,0,0,0,28637,28711,29138,28852
19370,0,0,0,0,97268,71876,50043,55182
12322,0,2,2,0,105433,108408,116094,116289
22200,0,0,0,-1,91192,91305,103216,88782
4830,0,0,0,0,7065,8148,9199,9558
7317,0,0,0,0,94314,96269,56058,57174
9366,0,0,0,2,24060,17474,18297,20114
11984,0,0,2,0,104395,101736,106101,54707
10255,-2,-2,-2,-2,2524,0,0,0
18808,0,0,0,0,72286,71602,72457,71058
1457,0,0,0,0,24443,24391,23595,22590
20037,-2,-2,-2,-2,1715,3662,12595,223
9406,-2,-2,-1,-1,390,0,-390,-780
17103,0,0,2,0,43627,39981,40205,43024
14522,2,0,0,-1,-77,1598,1097,772
14633,0,0,0,0,17365,19001,20269,18654
10188,0,0,0,0,17066,20456,24644,25739
2827,-2,-2,-2,-2,0,18540,9007,9500
21389,-1,-2,-1,0,13620,5779,-1921,-1921
18927,0,0,0,0,98822,95634,94933,96554
15757,0,0,2,2,60434,60935,56585,77520
19072,0,0,0,0,152735,149672,140068,140367
16326,0,3,2,2,12029,13045,16024,15420
18412,0,0,0,0,80690,79451,80672,79681
22032,0,0,-1,-1,10291,19617,19326,10662
15934,0,0,0,0,25167,25299,22912,14940
14405,0,0,-2,-1,50150,44742,33231,-1320
20916,0,0,0,0,193370,198053,202618,197985
15827,2,2,2,0,48407,47760,45064,45744
6913,0,-1,0,0,630458,646770,693131,324522
19808,0,0,0,0,38670,37606,35189,31373
20715,-2,-2,-2,-2,820,820,820,820
4880,-1,-1,-1,-1,6734,1990,4500,4640
7136,-1,-1,0,-1,1386,5273,1586,5781
16437,0,0,-1,2,22377,23380,24488,25775
721,2,0,0,0,23892,28459,25499,25778
17627,0,2,0,0,86584,88345,94597,92077
2662,0,0,0,0,33589,34608,38544,44486
20758,2,0,0,3,16456,17382,16814,18229
11692,0,0,0,0,67139,60995,62728,63223
13071,-1,-1,-2,-1,0,0,2331,0
16563,-1,-1,-1,-2,390,0,390,780
2173,0,0,0,0,47824,48954,46716,18685
11745,-1,-1,-1,-1,20730,-270,53895,-105
4852,2,2,-2,-1,0,1505,1333,0
10515,0,0,2,2,109226,110226,111030,114584
5858,0,0,0,0,129597,147323,132188,83844
21190,-2,-2,-2,-2,8756,1237,11912,4922
20490,0,0,0,0,29584,25645,24564,25823
13749,0,-2,-1,0,2618,8489,371,385
12773,2,2,2,2,1156,2254,2044,4152
13354,0,2,2,2,11693,13490,16747,16183
6930,0,0,0,0,18243,17557,19880,19471
2305,0,0,0,0,51751,43280,44234,45276
11916,0,0,0,0,185627,182655,180782,194893
22131,0,0,2,2,34448,35545,36620,40767
10097,0,0,0,0,28749,29457,29530,28433
23140,-2,-2,-2,-2,230,469,899,0
3763,-2,-2,-2,-2,0,0,0,0
10151,-2,-2,-2,-2,51997,0,0,0
3363,-2,-1,-1,-1,150000,0,0,3007
20804,0,0,0,0,21962,23592,25702,26961
18947,0,0,0,0,5627,5391,6442,7458
16778,0,0,0,0,279711,266417,271746,260673
491,-2,-2,-2,-2,573,0,0,0
20321,0,0,0,0,92215,94085,96174,98116
21451,0,0,0,0,39604,24023,21323,18933
18214,0,0,0,0,301731,230617,306116,291201
17405,0,0,-1,-1,23575,17719,12167,6500
8645,-2,-2,-2,-2,0,0,0,0
10712,0,0,0,0,71775,68083,50642,47283
5890,-1,-1,-1,-1,3520,3110,3188,4176
4101,-1,-1,-1,-1,890,390,390,1480
16036,0,0,0,0,33039,30336,30826,31996
22607,0,0,0,0,25080,26460,27042,27617
7926,2,2,2,2,32899,34076,34522,33668
22294,0,0,0,0,74566,73700,73624,73928
15712,-2,-2,-2,-2,5819,805,-48,8029
9838,0,0,-1,-1,39259,41054,25590,5817
9046,0,0,0,0,66108,45000,33477,34914
10271,0,0,0,0,49423,48332,46043,18759
2443,0,0,0,0,25631,27047,26654,28065
22775,0,0,-2,-2,93982,105695,77704,0
7940,0,2,2,2,125080,127751,136996,140813
5472,-1,-1,-2,-2,2652,3127,1500,0
17610,0,0,0,0,81793,84360,89215,93908
1783,2,2,0,0,62312,66965,67648,66020
13316,-2,-2,-2,-2,0,0,0,0
4761,-1,-1,0,-1,-653,2094,1256,845
3231,0,0,0,0,28132,30362,31387,32559
408,0,0,0,0,507062,491956,430637,376657
15986,-2,-2,-2,-1,0,0,0,0
22794,0,0,0,0,250263,247516,245012,243417
18022,-2,-2,-2,-2,2180,0,0,0
4477,0,0,0,0,62296,64460,56439,53637
5230,0,0,0,0,15178,23360,22099,18985
13342,0,0,0,0,71856,71916,71442,68144
21865,0,0,0,2,65924,58210,60050,61448
12747,0,0,0,0,46802,33357,32883,29425
12108,-1,-1,-1,-1,4670,4670,4670,4670
9496,-1,-1,-1,-1,3920,3848,942,942
9121,-2,-2,-2,-2,1473,1473,390,390
8590,-2,-2,-2,-2,0,0,0,0
5663,-1,-1,0,0,7770,3266,200,15845
17535,-1,-1,-1,-1,5916,5876,5956,5876
7569,2,2,2,2,20732,21451,20808,21761
1982,2,2,2,2,38503,40118,41199,42264
15627,2,-2,-2,-1,10111,2900,0,0
9922,-2,-2,-2,-2,123,123,123,0
493,0,2,0,0,98560,100980,222102,108724
714,-1,-2,-2,-1,0,1690,0,0
13948,2,0,0,0,196272,209034,203592,194238
21797,0,0,0,0,133714,137585,131666,114989
5100,2,2,0,0,45728,48772,50614,49009
10619,0,0,0,0,197004,202740,203537,167013
14829,0,0,0,0,39708,37441,36143,33567
21942,2,0,0,0,191,20391,19292,19545
7921,0,0,0,0,3351,64555,63796,55234
13134,0,0,0,0,252582,253302,254767,190432
14355,0,0,0,0,20251,19637,19539,20080
5923,0,0,0,0,17562,17709,15631,13402
23464,-1,0,0,-2,189,2249,3551,6180
6858,0,0,0,0,996,1999,2216,2301
15050,0,0,0,0,5256,2491,3523,6355
2846,0,0,0,0,63672,57299,59336,61349
10035,0,0,0,0,239963,224278,196747,108242
22572,0,0,0,0,322849,331476,339278,85500
19694,0,0,0,0,64049,66079,67488,58246
3152,0,0,0,0,168501,160421,157661,73322
23949,0,0,0,-1,47871,44546,28628,19502
7626,0,0,0,0,19590,19120,18932,18749
14074,0,0,0,0,49415,49547,15464,15701
14408,0,0,0,0,14546,15570,16882,16911
20441,2,2,2,2,31392,32976,34154,33311
3556,0,0,0,0,45124,46168,47160,98775
22410,-2,-2,-2,-2,0,0,0,0
10687,0,0,0,0,36728,35835,32092,32581
599,0,0,0,0,79243,75254,58683,58886
8906,4,3,2,2,42883,47887,46836,45785
22867,-1,-1,-1,-1,390,390,390,390
13883,0,0,0,0,7790,9123,10656,11474
4149,0,0,0,0,68687,69531,71271,70712
850,-1,0,0,0,726,726,15400,15000
15946,0,0,0,0,64992,56763,58020,59580
13349,-2,-2,-2,-1,750,0,0,0
6937,0,0,0,-1,87313,90345,37554,7628
10080,-1,0,0,0,3660,16991,19200,18856
18484,0,0,0,0,44742,45737,46814,47978
13214,-1,-1,-1,-1,5770,2290,2756,3560
20894,-1,-1,-1,-1,37830,11160,4336,947
2050,0,0,0,2,42820,44156,44864,45768
9304,-2,-2,-2,-2,71731,75357,62407,63706
7688,-1,-1,-1,-1,9435,40670,14007,11922
22903,0,0,0,0,2381,28048,25900,22964
15487,-2,-2,-2,-2,5904,5715,2378,10396
20752,0,0,0,0,47060,48117,49161,50173
20200,-1,-1,-1,0,23438,0,3850,0
12837,-1,-1,-1,-1,5928,9770,8032,30
4962,0,0,0,0,27878,28908,29922,30517
7749,0,0,0,0,131720,103746,91805,76152
8415,0,0,0,0,30287,28171,29410,29705
6886,0,0,0,0,6818,8040,11736,10190
22600,-2,-2,-2,-2,4522,1868,7182,6398
1330,-1,-1,0,0,13882,13342,808,18910
5747,2,2,2,2,77468,78642,79757,80853
14037,2,2,-2,-2,11657,11045,2160,0
12363,2,2,2,2,41114,44131,43121,45795
15310,-1,-1,-1,0,0,797,190,3260
3584,2,2,0,0,3577,6012,6066,5820
12252,-2,-2,-2,-2,0,0,0,0
2877,2,0,0,0,45014,45698,39068,51205
16948,0,-1,-1,-1,29060,23546,0,1473
15809,2,2,0,0,101080,87572,92041,75461
23224,0,0,0,0,147277,149893,152529,152882
8663,0,0,0,0,324469,324109,287932,287892
9549,-1,-1,-1,-1,0,0,1680,0
12657,-1,0,0,0,58875,0,72772,39980
2595,0,0,0,0,4908,7479,11902,13871
5889,-1,-1,0,0,14480,33915,5198,13263
4411,0,0,0,0,70542,72400,74192,75660
17349,0,0,0,0,127919,93266,95837,49459
19037,0,0,0,0,49872,32918,33998,34852
18006,2,2,2,2,26493,30034,29268,31776
5917,0,0,0,0,17723,19440,14945,12966
11578,2,2,2,2,23384,22722,24909,24210
18205,0,0,0,0,248880,248758,245404,169632
737,0,0,0,0,101593,101886,101441,100829
22189,0,0,-1,0,22120,14577,16275,23790
12444,0,0,0,0,14237,26123,28637,24385
9851,0,0,0,0,22821,24949,26526,27778
21196,0,0,0,2,5705,6715,7736,8745
22876,0,0,0,0,44397,44923,46189,39327
11506,0,0,0,-2,390,5548,7001,6695
22404,0,0,0,0,85557,73121,68650,67895
15607,0,0,0,0,120208,111999,114413,116721
15508,0,0,0,0,48465,45898,46765,55438
11540,-2,-2,-2,-2,0,0,0,0
19798,-1,-1,-1,-1,3148,4206,30770,949
13627,-1,-1,-1,-1,1672,0,836,836
17711,0,0,0,0,191869,193660,174848,124776
10405,0,2,2,2,45998,47107,50999,51884
11636,-1,-1,-1,0,2431,5026,3720,3465
5811,-1,-1,-1,-1,2454,1456,382,1043
20921,0,2,2,2,15776,17467,120972,117088
17128,0,0,0,0,147646,150703,156784,156230
21944,-1,0,-1,-1,13285,2150,14122,27413
5077,2,0,0,0,25859,26937,27687,28424
7517,-2,-2,-2,-2,0,0,0,0
19379,-2,-2,-1,-1,106609,380,0,970
435,-1,-1,-1,-2,9210,8485,17231,1770
21957,0,0,0,0,30951,28622,11656,5435
913,0,0,0,0,68075,69972,71805,73613
4960,0,0,0,0,35040,35167,31333,35906
22343,-2,-1,-1,-1,32126,10823,5248,32307
18537,2,0,0,0,76540,81373,79496,78641
19494,-1,-1,-1,-1,1738,1738,1738,1738
8717,0,0,0,0,86333,88931,92441,102903
13128,-1,0,-1,-1,0,325,650,325
14101,0,0,0,0,31333,32365,33380,34043
12135,-1,-1,-1,-1,2000,5743,1134,3067
9154,2,0,0,0,155913,165227,161427,164860
816,2,0,0,0,213738,228963,223810,158542
20658,0,0,0,2,45194,22298,16055,17281
6326,0,0,0,0,636,2228,3287,4843
11086,0,0,0,0,59076,50505,38547,63249
20347,2,2,4,4,47350,51230,54784,58232
21492,0,0,0,0,182416,150298,88448,58009
23075,0,0,0,0,202064,206107,174581,176527
10420,2,2,0,0,9303,9009,13861,13344
5749,-1,-1,-1,-1,6242,1776,3587,0
6556,0,0,0,2,24172,23497,24817,25602
14494,0,0,0,0,104801,100502,86478,81902
20341,0,0,0,0,193392,159546,158486,160375
6244,0,0,2,2,84171,76025,78068,78589
10900,0,-2,-2,-2,18828,10400,0,0
873,-2,-2,-2,-2,13655,8351,2340,2340
12142,-1,-1,-1,-1,419,419,419,419
2373,0,0,0,0,41250,40813,10695,8841
23436,-1,-1,-1,-1,2224,1996,1497,-3
23084,0,0,0,0,82559,84681,87308,89316
5374,0,0,0,0,137502,127014,120826,112211
18766,-1,-1,-1,-1,1878,576,4251,1358
1642,-1,-2,-2,-2,11540,1300,0,0
1431,0,0,0,0,50486,50035,49388,10275
14831,0,0,2,-1,7684,8565,4519,3520
8881,0,0,0,0,495736,390258,349361,331565
19423,0,0,2,0,89603,88232,85362,74552
14563,2,2,2,2,47739,46712,45660,48905
2364,-1,-2,-2,-2,17875,3431,-344,-344
6756,-1,-1,-1,-1,999,-7334,8333,6666
20160,-1,-1,-1,0,0,0,1471,3094
2215,2,0,0,0,22358,23257,23192,24073
13753,0,0,-1,-1,128068,143227,52196,43180
18821,0,0,-1,-1,182026,111563,78169,0
10290,0,0,0,0,28408,29117,28764,28390
20564,-2,-2,-2,-2,1211,-50,-440,-830
3935,0,-1,-1,-2,25140,23936,11107,1210
12639,-2,-1,-1,-1,2158,-2,-2,5823
17940,0,0,0,0,133336,134483,131805,107950
16802,2,2,2,2,15668,15119,17976,19088
8159,0,0,0,0,101953,125238,205209,125982
441,-1,-1,0,0,350,350,400,1695
5175,0,0,0,0,76121,70109,58186,56234
23030,-2,-2,-2,-2,600,0,0,0
13752,0,0,0,0,559,1560,3360,3343
5193,-2,-2,-2,-2,4122,0,0,0
19855,0,0,0,0,15717,16724,18051,18759
48,-1,0,0,-2,4463,3034,1170,1170
23696,0,-1,0,0,82865,82741,62914,60584
6544,-1,-1,-1,-1,20849,3662,7719,4437
20293,0,0,0,0,77086,77411,78686,66217
8508,3,3,2,2,18396,17826,18547,19118
5791,-1,-1,-1,-1,780,0,390,390
16912,0,0,0,0,72269,75007,67150,44374
1466,0,0,0,0,70482,70591,64926,59949
5617,0,0,0,0,18126,19174,20095,18583
3631,-1,-1,-1,-2,3158,5547,3312,3145
1933,-2,-2,-1,-1,1891,2438,2280,746
5490,0,0,0,0,180461,171839,173325,153953
5424,-1,-1,-1,-1,3904,398,931,5983
2080,2,2,2,2,9462,9701,10277,13148
3680,0,0,0,-1,13194,9403,15383,9189
7846,-1,-1,-1,-1,10896,390,390,390
14468,3,4,4,3,22007,24360,26647,27912
13383,-1,-1,-1,-1,1045,1947,998,955
1688,0,0,0,0,23538,22780,23623,19600
6871,0,0,0,0,52108,50445,42652,9965
16585,0,0,0,0,24079,25848,22299,23615
4005,-1,-1,-1,-1,12907,316,1156,316
14676,0,0,0,0,72450,52795,41861,34531
23349,-2,-2,-2,-2,0,0,0,0
20536,0,0,0,0,62590,61942,118652,8757
17513,2,2,2,2,23734,24644,25749,26127
16869,-2,-2,-2,-2,6088,3405,7763,20573
15042,-2,-2,-2,-2,3948,4368,5339,0
19774,-1,-1,-1,-1,9730,0,1366,1388
4136,0,0,0,0,14190,12900,11006,5584
22083,0,2,2,2,38355,39413,41181,41701
8142,-2,-1,-1,-1,5688,-378,-378,920
14874,0,0,0,-2,9352,9059,9823,10023
15589,0,0,0,0,62782,66114,69436,72560
13461,-2,-2,-1,-1,0,0,0,0
4756,2,0,0,0,1789,50005,48731,46882
8155,0,-2,-2,-2,79813,82150,0,0
2654,-1,0,0,0,0,0,4488,4696
6507,0,0,0,2,5893,5653,6747,7859
22684,0,0,0,0,50663,50847,50768,50629
19372,0,-1,-1,-1,92837,95413,94460,10031
3338,0,2,0,0,48136,72898,36103,29384
16481,2,0,0,2,12466,15333,14802,15523
16899,0,0,0,0,416678,424740,434836,378571
18776,0,0,0,0,58971,18772,20354,23409
15921,0,0,0,0,74235,74108,59594,51877
16911,0,0,0,0,142509,143339,125864,112300
10499,0,0,0,0,53651,51703,48675,40059
9755,-2,-2,-2,-2,0,0,0,0
21762,0,0,0,2,12750,15359,16404,17424
8713,-2,-2,-2,-2,298,0,0,0
11417,0,0,0,-2,6734,7752,8763,8938
2540,-1,-1,-2,-2,1044,0,5596,0
10119,0,0,0,0,120456,113855,87798,19583
22878,0,0,0,0,192743,196031,196143,189524
18449,-2,-2,-2,-2,0,0,0,0
9267,0,0,0,0,38647,27796,12372,4610
22338,-1,-1,0,0,8837,9491,3632,7673
7632,-1,-1,-1,-1,1190,1716,0,1012
19420,0,0,0,0,79063,64135,46678,85156
241,2,-2,-2,-1,21501,20650,0,0
961,2,-2,-2,-2,8201,7882,-2,-2
17518,0,0,0,0,147051,138726,139649,104245
19374,-1,-1,-1,-1,15695,11551,6224,14959
106,-2,-2,-2,-1,5580,0,0,0
8023,0,-2,-2,-2,10908,13331,0,0
16872,2,0,0,0,31405,30588,26860,21165
12304,0,0,0,2,138785,141894,143270,201082
16341,0,-1,0,0,4202,5146,6494,1264
20988,-1,2,-1,-1,14479,27045,19041,12769
17596,-2,-1,0,0,0,0,0,2262
6991,2,0,0,0,5119,5546,6302,7193
21198,0,0,0,0,18764,19750,19848,20570
4123,-1,-1,-1,-1,1088,1521,6042,1085
19702,0,0,0,0,112933,114564,118713,121248
21040,0,0,0,0,93757,91359,88616,56887
3031,-1,-1,-1,-1,32050,3872,52150,2740
14223,2,0,0,2,29230,30786,27167,27440
354,0,0,0,0,77057,78102,58501,51042
9984,0,0,0,0,101885,72686,70672,64530
20344,-1,-1,-2,-1,17895,13576,18286,-200
23058,0,0,0,0,69314,65083,67062,68188
18747,0,0,0,0,13958,15016,16069,16776
4851,0,0,0,0,90375,81572,71451,68530
8196,-1,0,-1,2,3139,1473,1863,390
5372,2,3,2,2,7229,6968,8881,8594
6932,0,0,0,0,127021,132595,102667,108998
2590,2,0,0,2,61189,62721,61115,62334
21522,0,0,0,0,51417,48260,43889,35324
7304,-1,-1,0,-1,2048,2529,11929,5722
4640,0,0,0,-2,11391,10923,13554,12134
11895,0,0,0,0,56228,56861,58152,58615
6011,-1,0,0,-2,0,0,3581,3654
17649,0,0,0,0,91240,92795,93557,47166
5226,0,2,0,0,57693,55760,59007,56492
10794,0,2,0,0,85988,88410,93234,90571
10618,0,0,0,0,16593,226145,216931,207423
19063,0,0,0,0,130261,95550,96273,91059
5071,-1,-1,-1,-1,11054,11272,26680,27988
7969,2,2,2,2,10574,13097,12595,13157
8198,-2,-1,0,0,100648,-2000,3500,159028
5838,7,7,7,7,2400,2400,2400,2400
15380,-2,-2,-2,-2,10000,10000,10000,10301
22153,0,0,0,0,18925,20223,15883,15547
15183,0,0,0,0,6234,7402,8270,9287
4366,-1,-1,-1,-1,6569,29039,1716,2442
2678,-1,0,0,0,0,0,584,596
16837,0,0,0,0,101330,100278,100733,96038
1806,-2,-2,-2,-2,2419,28965,44179,37145
513,-1,-1,-1,-1,20223,52962,3978,1743
10216,2,0,0,0,31521,30749,29506,29106
4700,0,0,0,0,44332,25913,19057,18788
7644,0,0,0,2,45537,46601,47276,48224
6713,0,0,0,0,104466,96370,81293,66435
17112,0,0,0,-2,20224,19210,19327,20000
22590,-1,-1,-1,-1,61937,65343,1355,7069
23378,0,0,0,0,548551,546741,535509,548020
830,-1,0,0,0,20944,4696,47225,16483
23222,0,0,0,0,56379,51993,52678,53753
11564,0,0,0,0,42451,43564,45522,46832
15057,2,0,0,0,9080,8790,8505,9557
23288,2,0,0,0,91982,99328,96898,97990
