Ref.No,X16,X17,X18,X19,X20,X21,X22,X23
20900,0,0,0,0,200,0,0,698
17220,46660,46118,4400,1500,1500,1742,1800,2100
14530,228276,233079,8500,6900,6000,80000,8600,9000
12521,190198,192015,8600,7700,11100,0,5600,5640
18251,29787,27599,0,1803,1733,1200,1200,2000
12603,19171,8443,2002,1819,509,539,2000,1000
18873,-302,999,2000,900,800,0,2300,1838
20787,162851,151961,1340,1397,3193,162856,5461,5010
2573,4680,0,5932,0,0,4680,0,0
15657,34681,36060,10107,20000,10000,10000,10000,10000
7040,495,6616,4000,2703,0,495,6616,495
9218,183051,179546,7969,6379,6319,10671,3000,5400
17615,44013,45058,2000,2000,1300,2000,1900,1900
9876,5435,466,1801,1139,2246,5435,466,316
11521,87053,88657,3391,3427,2909,2877,2976,2686
19427,0,0,10000,6500,5000,0,0,0
15840,156098,156659,7000,6000,7217,6000,6000,6000
6979,724,390,0,0,499,724,390,424
16735,13157,13742,1153,2000,2000,1000,800,1000
4728,1876,1876,1876,1876,1876,1876,1876,1876
11968,4381,11718,8019,6779,7547,4589,12000,7556
9816,47915,48386,0,3700,0,2000,6000,0
12115,15437,26376,31326,1150,205,15442,22292,1003
10095,74761,67855,46000,10002,3046,5000,0,10000
3836,5448,15435,5460,16020,5805,5475,5634,6182
14819,-1,1699,19686,4000,4806,0,1700,3658
13516,0,0,13148,433,0,0,0,0
8042,42268,43192,2200,0,1500,3000,1600,1500
723,3333,3333,3338,3333,3333,3333,3333,3333
1346,80865,82859,0,4000,2988,3100,3500,6382
1409,125736,128342,6809,7038,5000,4500,5000,4473
9328,46963,15962,2306,13835,11686,46963,15962,1596
19793,9301,0,0,0,370,9301,0,0
14500,48135,50056,4000,3000,0,1500,3000,2750
3335,0,0,348,4399,18,0,0,0
19725,16429,5488,6000,2000,1200,330,2000,8258
10603,13765,14038,2500,11000,600,500,502,521
8381,12894,15183,3000,4000,3047,3000,3000,3000
2399,91024,89779,5988,4560,3300,3509,3500,3415
8053,-613,-613,3045,1497,265,0,0,31000
16972,15791,15988,1558,1303,1757,711,600,1500
6792,780,0,0,0,2000,0,0,0
15820,0,0,874,876,876,0,0,0
6284,0,0,0,0,0,0,0,0
8327,1707,15087,14213,10628,7826,1707,15087,5379
17157,49354,44744,30336,107382,33850,49587,47222,57258
7856,19702,20506,2000,1300,678,706,2037,0
16661,162,4857,1206,3133,0,162,4881,445
17975,8181,7905,0,1107,1278,1005,0,300
1747,0,0,945,0,0,0,0,0
22414,28135,28878,0,1481,1416,967,1156,1000
2874,42796,44171,5000,2600,1500,1500,2000,1500
16999,390,540,390,390,390,390,540,390
21633,4623,5402,5000,7000,5000,2000,2000,5000
5352,38853,0,6867,2929,0,39194,0,0
3854,14916,15515,1600,1600,1500,0,1000,500
17308,139,0,0,145,744,139,0,0
3175,9656,4737,9187,5408,12920,9656,4737,4513
19662,780,1206,0,780,0,780,1206,0
13375,106524,104447,6300,6800,4000,4200,7000,3000
2114,29860,30461,2097,1456,1200,1100,1076,1200
4590,97227,101272,4000,5000,3000,4000,8000,4000
312,130331,132845,7000,5000,5000,4900,5000,5100
19923,75701,77013,3577,3680,3030,2701,2674,2669
8870,1473,1473,1473,1473,1473,1473,1473,390
18253,3860,2599,3591,0,0,0,0,2712
5611,155819,168283,7500,5800,5700,0,18100,0
23978,17616,11081,5009,5000,1560,7000,497,2000
1843,55987,53895,3300,3300,2000,2200,2100,1900
1202,31110,31728,2000,2000,1090,1129,1135,1200
13908,15628,12501,1739,1453,691,512,1430,0
10662,71135,56594,80648,35000,10000,10000,2430,10000
6632,5138,7810,6989,833,6488,5153,7833,7130
1663,-2153,-4306,7020,2980,3000,0,0,0
9785,29101,28939,4038,3199,914,850,2055,8318
19224,0,0,0,0,0,0,0,0
14006,101568,92150,4844,5095,7229,0,2843,1200
2727,66137,30410,3677,2441,1854,1567,5000,1953
16353,19498,0,1588,1770,1200,390,0,44334
5533,134352,108585,8000,5000,5000,10000,5000,5000
6260,0,0,7,1200,1408,0,0,0
4870,36489,90261,7078,1295,20000,16489,60000,5000
6371,-18,-18,0,0,0,0,0,0
9681,173111,170326,8000,9000,8000,7000,7200,10500
21891,6956,29402,3889,4739,2289,4289,26735,3972
11967,266747,271886,10000,11000,10000,11000,10000,10000
8330,64152,65208,2500,3000,2244,2478,4800,0
485,2306,2562,1709,574,556,2306,2562,2111
23637,11489,26518,25128,5318,118877,11489,26518,3575
4093,5722,4501,4000,9000,0,1000,0,1000
855,10066,0,2000,3000,1500,1500,0,0
17542,18819,17992,0,1285,1287,1458,0,644
20205,19876,19419,1555,1500,2300,2000,0,1000
12598,873,1392,1392,0,696,873,1392,696
3603,68398,69917,3000,2386,2553,2483,2657,3000
23635,31868,3663,2305,9083,6105,31868,3663,8110
10237,8171,14253,8300,1590,1341,8171,14253,3513
240,16409,16383,3000,2000,2198,1000,3000,2399
3117,21954,22606,5000,1518,529,535,750,347
7392,139,0,174,1214,1125,139,0,391
3163,18901,0,0,3898,1460,18901,0,0
21126,6474,6225,1000,1090,1175,600,0,1000
2744,2280,4778,2020,2817,1098,1280,3778,3098
9302,36927,38308,0,1600,3000,3000,2000,1420
19276,1283,500,6087,947,500,1283,500,500
20611,2678,3028,5000,8000,3000,1000,3028,8878
10726,84268,76356,3700,4005,4000,3000,2928,2000
2952,1421,0,3768,1368,0,1421,0,0
4507,78862,73442,4000,3400,4000,3349,2784,3000
18454,-173,-173,3532,857,1000,0,0,0
18681,19688,5800,390,0,0,19688,5800,0
13261,8719,8905,1129,1139,305,316,331,303
16046,0,0,5937,5000,1417,0,0,0
2380,201484,204017,8501,8001,6701,6321,6401,6379
15977,18874,19361,0,2000,1500,1000,2000,1000
21684,18014,18627,2000,1700,1500,1000,1000,1000
18840,0,8777,21379,1339,0,0,8777,9495
6286,78306,72173,3300,0,6500,0,3000,3000
8604,29177,29452,2000,2000,2000,2000,2000,2000
6604,4280,0,2000,1128,4280,0,0,0
19340,16627,14980,2350,1392,1183,511,1151,482
786,0,0,22157,0,0,0,0,0
14427,2891,3502,2530,181,3020,1804,1517,1958
20915,50927,50438,2284,2006,2010,2123,2138,2442
11581,7878,5531,2009,2000,300,1000,2000,2000
811,12329,0,8100,0,247,0,0,0
8770,143426,139945,12,145000,5055,5017,5059,7382
11,1828,3731,2306,12,50,300,3738,66
19238,859,2784,104,2653,2472,859,2784,2287
20419,13503,16227,2000,2000,3000,3000,3000,2000
22169,15617,9625,3880,10,8656,1044,349,414
1870,36796,37288,0,3200,1500,1500,1400,1500
10316,0,394,4042,270,0,0,394,646
6810,1586,4920,6090,8369,5346,1590,4934,3568
11858,5109,7001,14230,0,0,7000,2000,3919
7411,18538,19200,1285,1598,650,674,971,580
5627,1252,626,0,0,0,0,0,626
16227,67401,68863,2500,0,7282,0,2700,3000
2672,0,0,0,0,0,0,0,0
19074,29575,28850,172,33635,1368,1108,958,1353
2964,49473,50649,2300,0,3800,0,2000,2000
8966,22276,13564,10000,3000,4100,0,1000,0
9732,156554,156557,7500,5600,5822,14,5700,5800
20191,52606,59537,4000,5000,5000,7000,8000,10000
10829,2309,0,8013,3060,109,46,0,0
11424,780,0,390,390,0,780,0,0
21245,6037,3561,54946,8433,13,6049,17,4980
23745,15664,19761,5856,3386,5411,5664,5761,3866
17642,107364,107762,4317,4189,5411,3800,4024,4100
20436,1623,1663,1662,1473,1623,1623,1663,1623
13158,7000,7000,1368,1000,7331,7000,7000,7000
11384,41449,42260,3800,3818,1426,2000,2000,3261
12054,40555,31309,2200,1632,1113,1336,3142,2126
20176,13069,13334,2000,2000,2003,1008,2029,1000
18579,65683,53856,7000,29000,1200,69364,1600,2000
9228,12553,12501,0,0,408,1300,300,0
2385,-363,-2389,1000,1000,0,5100,0,0
18354,40516,43487,1700,1800,1600,1500,3500,2000
20403,22872,20641,0,0,872,22000,2002,2001
14010,827,827,827,827,827,827,827,827
6100,26237,26752,3300,1900,1100,3000,1011,5000
20058,23428,25040,1291,2000,2000,3000,2000,2000
23833,77043,77047,5800,6500,5000,3000,3000,2500
10331,33602,34193,1839,0,1176,1367,1300,4337
7192,14938,3039,1500,1400,1009,307,1200,0
12441,6452,6742,5028,3000,3000,2000,378,3306
7774,0,0,5837,0,0,0,0,0
12841,47959,29763,2500,2006,5000,2000,2000,0
846,10722,8452,4738,2803,6027,10722,6000,1139
10875,102610,101682,6780,4800,3496,3618,4000,3497
1150,780,0,0,2000,5,0,0,0
4917,0,0,0,0,0,0,0,0
17514,30059,13046,1870,3002,1364,10000,474,490
19527,40854,2930,2290,1304,1000,29485,2930,0
16797,19230,0,0,6000,5000,3000,0,0
4294,75499,73540,9156,2782,4013,2688,2651,2652
18188,1019,530,1632,545,1262,1019,530,1518
10543,2218,1216,333,333,1019,2218,1216,1019
10303,429,429,429,858,0,429,429,429
19249,3338,3032,0,4000,0,3338,0,0
11570,15525,0,1232,1243,688,825,0,0
18474,38006,32978,2022,2118,1800,1300,1300,1300
22620,8967,4326,877,33508,9506,8967,4326,5420
18724,586,80270,100000,10000,6749,586,80000,30000
958,181,488,1120,1024,362,0,488,300
11754,139117,143634,7000,5000,6000,7000,7000,5445
3953,6064,2145,12498,46185,1387,6094,2155,1273
22703,9030,2180,5606,17501,2194,1030,2180,2012
22827,0,0,3525,0,0,0,0,0
23724,8777,9261,2277,2290,1500,1000,1000,2000
17904,400,400,0,0,0,0,0,0
4317,9858,1303,2000,2000,2000,2000,1000,0
12445,0,0,0,0,0,0,0,0
13969,112210,116047,6095,4729,5682,5500,5000,16290
21929,83739,51424,100000,5369,4014,1000,1000,1000
16496,55511,21938,70,8000,2000,1346,3000,0
6636,17385,18437,0,1500,2500,0,1500,1500
11297,18893,19043,1900,1572,1000,700,668,6000
19062,50999,35383,6300,4500,2524,2000,2000,92000
13133,0,0,0,0,0,0,0,0
6572,28576,12135,1700,1500,700,700,500,1000
15341,27924,30204,25166,1437,1451,1166,2900,600
22829,29570,26969,2228,2000,1370,949,922,2500
23651,19609,19957,1700,2000,1200,0,348,0
17754,19228,18799,5000,5200,6000,4300,5000,4000
20245,23325,49146,31175,26476,27782,23325,49146,13164
7673,1701,2920,0,4004,2000,0,2920,2282
11859,3550,2511,7221,26194,0,3550,2511,6895
18211,500,5305,1145,1005,2000,500,5305,3640
16336,-18,-18,0,0,0,0,0,0
7508,3173,1534,15227,17610,10055,0,1534,0
1857,946,946,892,1000,946,946,946,946
21866,0,0,0,1038,0,0,0,0
5368,4934,7749,9421,14068,3,4948,7770,23918
6744,19409,19318,1650,1317,698,693,1000,545
18929,10350,10564,2605,0,1500,550,529,531
1184,192829,192499,12000,8500,7000,10000,10000,10000
12222,792,150,1732,1000,5484,0,150,396
15905,3490,99514,13000,2000,5000,3490,99000,5000
23136,500,0,362,2000,0,500,0,0
21532,20526,19771,2500,1700,2151,687,2000,669
6229,179565,92788,7001,6180,6000,5951,5285,192557
13676,208307,203779,12067,10009,10000,10000,10000,30296
3937,0,0,0,0,0,0,0,0
11594,24919,26884,27107,1500,863,903,3000,6186
17920,0,0,1700,0,0,0,0,0
11056,19179,16043,2250,1900,1800,700,1000,1000
8737,30849,28061,2000,2000,1200,1018,1200,710
16528,43417,37398,143713,5554,3619,3002,1940,2921
20056,0,136,0,0,0,0,136,1233
16715,1290,0,3000,3007,1000,1290,0,0
8359,166755,167416,8218,7912,6284,6313,6200,6419
6317,1330,14470,0,3554,1855,1337,14542,2955
22587,137942,116689,9263,9041,7027,10088,8027,10025
6848,103119,84834,30000,25000,5000,5000,4000,5000
23395,19846,12770,2100,1000,1252,500,1000,1000
5549,746,-45734,7000,5115,2000,746,5025,54836
23344,7680,7860,7820,26058,3474,7680,7860,9333
1239,91124,88094,5000,5007,4000,4003,4003,4000
4003,139737,187728,8500,6000,4000,25000,50000,70000
12871,0,0,0,0,0,0,0,0
7057,50417,51400,1800,0,4321,0,2400,0
5392,120682,120491,5820,5670,4250,4450,4470,4150
6462,285,-105,390,390,390,285,0,1668
5907,29391,29826,2438,2200,1187,1213,1073,1066
16035,49830,50287,6071,5070,3362,1755,2000,2000
18877,415,415,144047,365,73000,415,415,50136
16878,326,49326,1306,652,79652,0,49326,326
14356,201490,190721,5133,0,5857,202076,6726,5346
16646,131166,114909,6400,8612,7534,5506,4850,5000
5418,304151,299959,13000,13000,11000,11100,11000,16000
23215,1883,384,20965,3702,3673,0,384,0
18334,53721,54703,2000,2100,2000,2100,2000,2153
14308,228014,223940,15000,10000,23660,20000,13940,26542
22196,69412,68692,3000,3000,3100,3000,3000,2700
8430,180458,178722,8500,8300,7000,7000,7000,6500
19285,39017,39834,2000,2000,1700,1400,1446,1500
17137,97706,121027,4200,4500,5000,3600,25000,5000
20393,65038,67266,2212,2237,5000,5000,5000,3413
16720,96250,95788,10030,6053,10036,6027,10028,10030
22419,58311,58467,10000,9000,10000,30000,9000,1800
23382,152842,152747,5700,6000,6814,5500,5800,5700
20073,24083,25145,3000,3000,3000,4000,4000,3000
15885,34152,36694,2000,2500,2519,5090,3100,0
15397,28250,28073,2500,2200,1817,1200,1200,1100
16570,47837,48383,2070,3000,2000,2000,2000,2000
12371,18503,5151,332,272,1465,18503,5151,0
9418,9793,8768,48000,3009,1000,321,2000,1000
18760,83303,81852,2700,3400,3458,6300,0,3200
2547,36424,37791,55000,100044,2000,2000,2000,3000
2596,10907,10400,1200,1200,500,1000,600,0
22257,823,801,802,5950,2392,827,805,30435
20151,26235,27647,1800,1755,1500,1101,2000,1135
8742,29974,30529,1800,0,2400,1200,1200,1200
13491,86869,79150,6020,15043,5021,46034,5002,5000
2510,27462,27531,700,1000,2550,2013,1108,0
5149,0,0,0,1000,0,0,0,0
2501,116988,105961,7015,7000,10007,6500,6600,9000
4961,95854,91173,9510,7000,10079,4500,3532,3500
9423,37369,2581,53421,74559,1343,907,2592,42767
22256,0,0,5000,0,0,0,0,0
3207,3172,1589,5734,2018,3138,3187,1597,2394
1876,145041,107495,9320,4894,3301,3,4994,116880
21834,87774,90579,2833,2929,3500,6100,4367,0
6171,18314,19616,1500,2579,1437,1314,1616,800
15716,225604,7443,0,3119,9124,225616,7443,69550
5379,76532,76452,6700,3764,2700,3000,3000,2800
22178,390,390,1261,1261,1651,0,390,390
5255,12927,27184,9500,0,0,1570,15184,2000
10901,0,0,0,0,0,0,0,0
7861,27691,28278,1200,1000,1500,0,1200,1200
13812,4580,2274,390,508,0,4580,2274,0
19592,4427,1800,20837,1118,10658,6341,0,3
13161,28351,28864,2000,3000,1500,1200,1136,1032
21489,41833,45165,2000,2000,2000,2000,4000,0
2589,3820,11870,4950,5232,6464,3820,10000,2000
799,17932,18147,3164,800,800,0,662,3000
5250,27643,29025,2000,2000,2000,2000,2000,2000
17646,1444,-1382,3060,0,0,1444,1382,0
8824,9848,10178,4600,11220,1531,9902,10202,5926
12746,41357,41380,2000,4086,0,1500,1000,1800
14426,2154,67081,9911,12149,16928,0,67081,103202
21670,11632,15429,11128,47009,34044,11677,15483,6098
10324,12418,13108,2500,0,600,1000,900,1000
21374,91924,81378,5014,4500,4000,4052,3007,4013
5668,71682,24230,20006,25006,20200,40000,0,0
22540,25224,26855,22400,2000,2000,900,2000,10000
16222,122188,79360,6960,6882,6307,4730,2874,3052
14282,48220,48884,2039,1724,4094,2300,1600,0
18178,2946,1473,1270,3000,0,0,0,3230
20405,143375,146411,4019,146896,157436,4600,4709,5600
11427,23060,-129,0,0,0,0,129,18143
13746,0,0,0,0,0,0,0,0
17968,60519,58856,2900,3000,2400,2500,1800,1900
8648,45722,46660,2200,2000,2015,1700,1700,2000
15224,396600,392879,16000,17610,17500,13810,14100,14520
8573,37734,38353,3409,2908,1318,1520,1400,1524
4425,185488,184091,13000,0,6672,7000,7000,9000
20973,16820,17175,1500,3500,1000,1000,1000,1000
14588,86644,87576,3515,3107,5003,3203,3456,4000
6180,48139,44432,4000,3000,1700,2000,1591,2647
2603,0,0,1300,1600,400,0,0,0
6914,19531,16594,2110,2000,200,467,500,4100
20913,0,0,0,0,0,0,0,0
3424,29667,30159,3000,1700,1135,1100,1500,1200
1826,205150,0,0,0,150,205000,0,0
13394,77741,79597,4000,3010,2600,3000,3000,3000
16456,92062,90228,6018,5000,0,6040,4000,15000
4367,25903,26563,0,0,1300,1000,1000,1500
1140,96616,95849,10000,5000,4000,4000,5000,4000
2524,8572,9274,2000,2000,0,1000,1000,4000
2642,43848,44718,3240,0,0,0,1600,1845
18723,167944,166881,7013,10051,10026,7039,8057,10213
4535,60179,59058,2600,2618,2100,4550,0,2340
17946,19354,17726,1558,1627,1519,2114,0,600
16523,19204,18210,0,2000,1600,0,1150,2000
15524,117285,120388,5000,5571,4152,5000,5000,5000
3312,95790,92855,5600,4000,3220,3400,3252,3400
6984,0,0,832,225,0,0,0,0
5684,18135,17777,1321,1278,638,654,659,557
15741,131645,123840,12100,0,0,6000,5000,6000
9718,0,986,0,0,1672,0,986,780
7366,88709,36484,1275,156564,0,0,36484,69380
22663,0,0,2903,2458,305,0,0,0
20114,26359,25974,3550,0,2400,1000,1000,8000
10919,121514,124815,13011,5000,5000,4000,4815,4500
22166,45272,46230,2100,2426,2100,1600,2000,1900
14235,45683,5765,5000,20000,3000,5000,2000,2000
15660,0,10614,448,0,0,0,10614,0
23648,2309,8925,40000,8069,5005,2400,9000,7678
12974,580,1398,2047,1155,3582,580,1398,1660
7589,0,0,0,20200,0,0,0,0
20163,11345,11968,16495,15720,12421,11345,11968,11824
22468,2333,930,1930,6384,4292,0,930,1422
11503,390,390,10121,780,2809,390,390,390
3286,153181,145852,101585,90762,50119,282,50436,54184
12,22287,13668,21818,9966,8583,22301,0,3640
831,3633,0,2000,1000,1633,2000,0,3000
19307,29313,29924,1735,1765,1777,1196,1233,1238
14320,198027,202293,7787,6000,7000,75593,7000,7000
20188,-150,-150,2655,249,99,150,0,0
8916,27651,27853,1763,1729,1111,1137,1188,997
17982,137410,136680,12275,10000,8009,6000,30000,5322
6023,0,0,0,0,0,0,0,0
569,19166,19567,1537,1947,800,1000,718,683
21809,46900,47884,1687,1740,3000,1700,1739,1770
7716,20671,17122,5317,23,208,10,51,0
7877,27685,27091,0,4300,1100,1200,0,2500
5293,49728,50146,2599,2556,1665,1600,1800,2000
3971,11357,6679,8873,14548,4771,11491,6896,890
11568,64617,10542,18011,5307,23102,64617,10542,9702
16042,22237,22703,1324,1351,1664,797,825,1030
8937,49192,51391,4400,1028,3120,6218,4016,4536
22134,6348,1606,1000,0,7032,6348,1606,0
12646,191741,176784,8862,8933,6956,7845,6784,7471
21681,10465,9704,1251,1281,1173,500,1000,1000
2861,13125,14742,2000,2000,2000,2000,2000,2000
10191,3045,0,0,1540,0,3045,0,0
16050,58660,59891,2293,2255,2139,2097,2174,2200
13393,9868,9700,1398,1136,483,340,368,300
19084,10576,6985,4000,0,2000,1000,0,4000
21595,3815,5493,1500,1500,2000,1000,2493,2443
8933,170739,174532,6700,0,6900,6000,6000,6000
4398,2192,8187,8300,2480,1920,2192,8187,552
12362,99732,101737,4200,4000,0,7400,3800,0
23957,17414,17068,10000,1300,1300,609,700,1809
9318,78154,76634,4073,3404,2722,54788,2770,2798
16732,0,0,1315,1040,0,0,0,0
19176,0,0,200,0,0,0,0,0
12246,50608,50722,1792,1790,1800,2000,1835,3628
22785,316,316,10758,10613,316,316,316,316
18420,30493,31148,0,4000,1000,0,1100,1091
6669,34104,34869,3000,2500,1985,1163,1256,1316
19754,55547,30970,3016,3031,10091,1429,1500,10207
18079,194608,201044,20255,50171,7096,6604,10012,10000
8022,49575,48354,3900,4000,0,1920,1800,1800
19773,0,0,131,550,99,0,0,0
7737,23473,23932,3300,1000,0,1000,1000,962
23017,2979,8247,4058,2800,2800,2979,8247,0
23490,69594,68262,2137,2300,2278,9300,0,3000
20166,17329,20087,14539,8796,20375,17329,20087,0
17056,45189,46214,900,3900,1900,1900,1900,3600
4379,101828,103986,4500,3500,4000,4000,4000,4000
23332,159393,149626,10004,10025,10294,6046,5076,5000
6635,3575,390,1157,1000,103,72,400,0
1380,74397,80138,0,6000,2800,0,7000,8
16300,9512,9200,3647,0,0,332,333,564
2873,466,316,316,316,466,466,316,316
7734,-10,-10,0,0,0,0,0,0
2038,62450,63911,2500,3000,2500,2500,2500,3000
11512,42084,42923,3700,0,1462,2000,1536,2001
15619,5381,7190,6745,1131,5381,4,7190,0
20901,176431,180153,30002,30002,21876,16433,5661,5349
21649,0,0,0,0,0,0,0,0
1283,102587,98251,4182,4000,4000,98000,4000,3500
12264,26263,27076,1700,1500,1000,1000,2000,2500
23873,187755,187740,4000,191795,10000,8000,8000,8000
11330,88865,88526,3468,1867,92920,3578,3000,2200
22022,29612,30434,1500,1500,1500,1100,1300,1200
16771,39720,39860,0,1706,3050,0,1565,1278
2438,28625,30383,1779,1402,2042,0,2192,0
236,1378,19942,3983,6853,1719,1378,19942,2418
2894,462,830,0,1500,0,0,1123,0
10530,19467,9247,4000,2000,1000,1000,331,343
4963,454,610,282,282,282,454,610,454
6654,20195,19494,1728,1411,1009,605,2012,209
4067,2173,6586,15522,6964,7604,2173,6586,11890
5495,228387,235187,237000,150000,10000,150000,10572,7313
2303,59017,56637,2200,7000,0,2013,7577,13
21406,17188,17394,2000,2000,1278,760,631,786
4717,18587,20767,1400,1306,1019,685,2500,0
120,1307,1203,2000,3000,3000,1307,1203,563
13451,16997,16568,1600,0,500,2500,0,209
16658,1920,9151,5000,7785,1699,1920,9151,187000
12604,63637,50711,3517,2700,19782,2063,3000,1400
7325,500,0,1383,1000,196,500,0,0
17806,12826,19847,20066,20063,20057,12863,20061,13191
14031,48704,41189,2201,3600,0,1500,1500,1531
16304,21687,16438,14773,18129,18941,16687,16438,415
19369,7928,580,1883,3520,0,1000,580,0
22146,24234,24928,3000,3000,3000,2000,2000,2000
6628,55232,58430,1001,0,2001,0,4301,2000
15466,0,0,8365,9368,0,0,0,0
4346,0,0,3700,1700,2000,0,0,0
9565,61826,5220,2000,1000,5003,61826,5000,20000
5439,56220,60463,2100,2100,2100,2100,5500,5200
17505,3816,15448,799,0,5501,3816,15448,4179
2054,144979,139314,6400,5000,0,10800,0,5300
21725,26145,27219,0,0,1500,1500,1500,1050
4679,32869,33862,7200,7500,1200,1200,1500,1300
16335,14293,12217,1805,5816,1000,5000,12217,8000
18601,1376,1320,2968,1838,2899,1376,1320,1107
21477,0,0,2000,1000,2234,0,0,0
5908,28540,27934,2000,1500,1200,1300,1200,1200
1845,0,0,570,0,0,0,0,0
11432,23393,23470,3708,1364,809,989,930,1216
13291,10418,10102,1146,1811,0,876,0,374
16095,98010,99669,4462,0,4385,3639,3762,3800
6700,0,0,0,780,0,0,0,0
10339,22896,22400,0,3000,0,3000,0,3000
2888,43679,49749,8091,78192,65,33766,37945,37947
12424,76549,77433,0,6000,4000,0,4000,2730
22209,0,0,1070,1089,1000,0,0,0
9043,11466,412,3283,0,500,11523,414,15055
4048,20986,22469,2000,0,2000,0,2000,2000
7020,19478,17492,1500,1408,5000,1000,2000,5000
13810,15925,16245,6097,547,0,1000,585,1000
21107,40275,38690,2019,2031,2013,2016,2002,3000
12230,8832,11304,3000,5001,22000,1000,11304,275
21364,57583,45554,4000,3371,2089,3008,1300,1500
9018,16117,17162,0,1495,650,671,1401,706
2710,780,780,1000,390,390,780,0,0
3044,47624,48592,1800,3700,0,3707,1900,0
14398,15382,16374,3084,0,550,707,1400,200
22764,23293,7288,4039,3021,1400,3000,2000,100000
15923,23962,23283,0,4300,0,1000,5000,1000
6122,95286,93613,5300,0,3100,12500,0,2100
23535,-5,1028,0,0,0,0,1033,12857
5456,62525,71427,3000,2200,0,3000,10000,10000
16287,135075,135309,12416,6130,27,4610,5000,5000
23827,91111,93112,6301,6000,5000,4000,3500,4000
6649,1759,2624,8339,0,0,1759,2624,0
11448,7539,5300,8309,6645,16141,0,5300,5600
9799,1814,2232,0,1000,100,1814,1000,0
17295,29731,29047,0,1700,1100,3,1053,1303
23924,6902,5813,50,5000,1200,500,500,1000
7357,229520,234145,8874,7984,8029,8324,8435,8552
9090,79958,178148,3500,0,0,0,100000,0
8763,82676,73154,6018,4900,4340,2880,2650,2000
2975,4206,5527,3595,22816,2360,4356,5527,6420
16434,13782,14159,1200,1214,1300,500,600,2900
113,152174,149415,6500,0,14254,14850,0,5000
7987,18016,18375,2173,1287,631,653,658,832
6576,15204,17149,2000,1500,1500,0,2200,0
3850,540,390,7412,390,4134,540,390,2596
13552,706,0,613,0,0,706,0,0
4464,2256,-119,5209,3649,2977,2267,0,0
129,6375,7077,1000,1066,1300,1500,1200,134
22138,44942,45886,0,2549,1583,1444,1500,1511
5111,0,0,4030,2500,0,0,0,0
21153,60276,48652,5000,4087,64142,2038,1763,2500
5928,16177,16706,0,0,364,16177,800,650
14801,0,0,1260,0,0,0,0,0
21862,8899,0,1204,1000,38639,178,0,0
10054,49590,22972,50263,8834,50000,0,8695,0
17907,57969,55220,2800,0,3000,3000,3000,23000
10077,51169,51482,508,3,24,51800,1826,1787
4036,12640,0,3700,1123,500,640,0,0
22107,12140,16145,2000,3050,5000,5000,5000,5000
5289,3217,8273,0,5825,0,3217,8273,5158
21603,49358,50296,3432,3615,3511,2500,2000,1850
21619,0,780,2078,390,390,0,780,0
23372,110567,99935,10000,10000,10000,10000,5000,5000
22844,50646,12927,2500,1900,1898,2386,629,792
23466,29803,29803,1,2000,1400,0,0,67
15465,11037,17834,8042,2980,2777,17941,10002,10000
2252,5848,5606,2458,0,1000,557,0,2000
2548,19805,20356,1306,1300,1000,1000,1258,590
7551,0,0,1526,1696,1015,0,0,0
213,33138,31339,1700,1504,1200,1500,1500,1000
10433,152025,110034,205,10500,9692,4823,3986,1188
12614,14501,8726,3201,14509,21168,0,1528,6970
1129,0,0,0,0,0,0,0,0
2946,189687,162473,11500,10000,5731,5654,5275,4000
14520,495,495,2000,1485,0,0,495,495
23474,17855,3430,0,0,0,17855,0,2500
15244,37454,35484,2000,2000,2000,2000,2000,2000
14979,1759,1759,1759,1759,1759,1759,1759,1759
18272,28631,28037,0,1500,3500,2336,0,6900
18443,16149,18112,1532,1246,2304,0,2390,634
18396,4669,6083,3015,4102,0,1000,1500,1000
19638,0,0,3000,2400,0,0,0,0
2458,11165,10837,1500,0,2000,392,0,2000
2194,91805,100053,10000,10000,10000,9000,10000,22000
22445,0,0,0,0,0,0,0,0
19985,28208,27570,2300,2507,1000,28512,994,999
22318,925,3319,1000,1026,0,3000,3000,2271
5630,316,316,316,316,316,316,316,316
1214,38586,39962,2000,1905,1350,1388,2401,1410
9792,0,0,0,0,0,0,0,0
16582,1800,1800,0,0,0,0,0,0
22579,188261,155159,8500,7500,7000,5000,7000,2000
21793,29046,29873,1578,1239,1200,25000,1200,0
8631,780,0,0,0,1170,0,0,0
13111,2959,693,1194,404,2851,2959,782,2657
12492,28958,30974,1900,0,957,7000,4530,0
3952,14644,16230,1500,2000,1000,2000,2000,3000
7338,3790,6006,9574,0,3660,3790,6006,5647
18907,12377,34458,3817,1000,13775,12377,34458,1269
18576,8298,8020,1123,1260,1500,1470,0,1500
3241,0,0,0,0,0,0,0,0
6165,271657,245958,13106,10111,10005,11000,9007,9000
19980,12889,12890,6007,1566,1441,259,12891,12497
11125,0,0,0,0,0,0,0,0
12586,1537,5517,5514,14220,1537,1537,5517,550
1575,1823,1823,5655,0,3646,0,1823,1823
3542,49445,49979,3012,2100,2001,2001,2000,1782
15406,-829,-829,0,0,0,0,0,0
22207,26401,26448,2300,2390,1718,1100,1000,2000
5064,193703,199154,6450,6600,5350,5500,7100,5500
2831,109746,111920,3746,3820,4000,4000,4000,4500
23678,58212,56534,2179,2226,2004,2132,2030,2057
21530,56951,21952,2677,3341,1850,1499,933,32000
895,0,0,0,0,0,0,0,0
